class,order,family,genus,species,rank,author,sci_name,S_001_01,S_001_02,S_001_03,S_002_01,S_002_02,S_002_03,S_003_01,S_003_02,S_003_03,S_004_01,S_004_02,S_004_03,S_005_03,S_005_02,S_005_01,S_006_01,S_006_02,S_006_03,S_007_01,S_007_02,S_007_03,S_008_01,S_008_02,S_008_03,S_009_01,S_009_02,S_009_03,S_010_01,S_011_01,S_012_01,S_013_01,S_013_02,S_014_01,S_015_01,S_016_01,S_017_01,S_018_01,S_018_02,S_021_01,S_022_01,S_023_01,S_024_01,S_025_01,S_026_01,S_027_01,S_027_02,S_028_01,S_029_01,S_029_02,S_030_01,S_030_02,S_032_01,S_032_02,S_031_01,S_033_01,S_034_01,S_035_01,S_039_01,S_040_01,S_040_02,S_041_01,S_041_02,S_046_01,S_046_02,S_047_01,S_047_02,S_048_01,S_048_02
Magnoliopsida,Asterales,Asteraceae,Artemisia,austriaca,SPECIES,Jacq.,Artemisia austriaca Jacq.,0,0,0,10,0,1,3,0,0,0,0,0,0,0,0,0,3,8,14,9,0,0,0,0,0,0,0,0,0,0,9,6,0,0,20,9,7,9,0,0,14,5,0,0,35,0,0,15,0,10,0,0,17,0,0,23,2,7,0,0,0,0,7,17,12,0,0,0
Magnoliopsida,Asterales,Asteraceae,Centaurea,diffusa,SPECIES,Lam.,Centaurea diffusa Lam.,0,0,0,0,5,0,0,0,0,0,0,0,10,7,3,1,1,8,3,0,0,0,0,0,0,0,0,0,0,0,4,10,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,35,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Pentanema,germanicum,SPECIES,"(L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.","Pentanema germanicum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort.",0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Tanacetum,millefolium,SPECIES,(L.) Tzvelev,Tanacetum millefolium (L.) Tzvelev,0,0,0,3,0,0,0,0,0,10,20,0,15,15,8,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,5,5,0,17,0,0,0,0,0,0,8,35,14,0,0
Magnoliopsida,Asterales,Asteraceae,Tragopogon,dubius,SPECIES,Scop.,Tragopogon dubius Scop.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,wolgensis,SPECIES,(Hornem.) Otth,Silene wolgensis (Hornem.) Otth,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,aviculare,SPECIES,L.,Polygonum aviculare L.,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Fabales,Fabaceae,Astragalus,onobrychis,SPECIES,L.,Astragalus onobrychis L.,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Fabales,Fabaceae,Medicago,falcata,SPECIES,L.,Medicago falcata L.,0,0,0,15,10,0,5,0,3,5,0,0,3,7,5,15,20,20,18,0,7,0,0,0,0,0,0,4,12,3,8,3,10,5,11,10,7,9,7,10,4,0,0,0,15,8,0,10,18,9,12,15,0,0,8,8,15,15,4,15,0,0,0,11,0,0,0,8
Magnoliopsida,Fabales,Fabaceae,Melilotus,officinalis,SPECIES,(L.) Lam.,Melilotus officinalis (L.) Lam.,0,0,0,3,10,35,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
Magnoliopsida,Gentianales,Rubiaceae,Galium,humifusum,SPECIES,M.Bieb.,Galium humifusum M.Bieb.,0,0,0,3,0,0,5,0,7,0,0,0,7,0,0,0,0,0,5,2,0,0,0,0,0,0,0,7,10,14,0,0,4,5,0,4,5,0,10,0,0,25,0,10,0,30,0,0,17,25,20,24,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Lamiales,Lamiaceae,Salvia,aethiopis,SPECIES,L.,Salvia aethiopis L.,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,seguieriana,SPECIES,Neck.,Euphorbia seguieriana Neck.,0,0,0,7,5,7,0,0,5,0,5,10,10,10,10,0,7,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,13,0,0,0,4,0,0,7,6,0,0,0,10,2,5,10,0,5,0,0,0,0,0,0
Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,perforatum,SPECIES,L.,Hypericum perforatum L.,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,4,4,2,8,0,0
Magnoliopsida,Malpighiales,Linaceae,Linum,pallasianum,SPECIES,Schult.,Linum pallasianum Schult.,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,14,30,0,0,0,10,0,0,0,10,0,0,0,0,0,0,40,0,0,0,0,17,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,40
Magnoliopsida,Rosales,Rosaceae,Potentilla,argentea,SPECIES,L.,Potentilla argentea L.,0,0,0,5,5,0,0,0,0,0,0,0,2,0,7,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liliopsida,Poales,Cyperaceae,Carex,hartmaniorum,SPECIES,A.Cajander,Carex hartmaniorum A.Cajander,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liliopsida,Poales,Poaceae,Calamagrostis,epigejos,SPECIES,(L.) Roth,Calamagrostis epigejos (L.) Roth,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liliopsida,Poales,Poaceae,Elymus,repens,SPECIES,(L.) Gould,Elymus repens (L.) Gould,0,0,0,0,0,0,5,0,0,7,4,7,1,3,0,10,15,13,0,0,0,90,5,40,0,0,0,12,45,20,0,0,0,1,0,0,0,0,7,60,0,6,0,5,0,0,0,5,60,50,60,10,0,0,0,1,0,0,0,13,70,70,0,0,0,0,0,7
Liliopsida,Poales,Poaceae,Lolium,pratense,SPECIES,(Huds.) Darbysh.,Lolium pratense (Huds.) Darbysh.,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Apiales,Apiaceae,Daucus,carota,SPECIES,L.,Daucus carota L.,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Achillea,pannonica,SPECIES,Scheele,Achillea pannonica Scheele,0,0,0,0,0,0,0,10,3,0,0,7,5,0,0,7,0,25,0,9,13,0,0,0,0,0,0,0,0,0,0,0,16,0,0,5,0,0,0,0,13,3,0,5,0,15,0,0,9,0,0,20,18,15,3,0,20,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Galatella,sedifolia,SPECIES,(L.) Greuter,Galatella sedifolia (L.) Greuter,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,15,15,0,0,0,0,0,0,0,0,0,25,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,30,0,10,0,0,2,0,0,0
Magnoliopsida,Boraginales,Boraginaceae,Anchusa,officinalis,SPECIES,L.,Anchusa officinalis L.,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Brassicales,Brassicaceae,Berteroa,incana,SPECIES,(L.) DC.,Berteroa incana (L.) DC.,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Brassicales,Brassicaceae,Lepidium,draba,SPECIES,L.,Lepidium draba L.,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,platyphyllum,SPECIES,Lincz.,Limonium platyphyllum Lincz.,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Fabales,Fabaceae,Vicia,tenuifolia,SPECIES,Roth,Vicia tenuifolia Roth,0,0,0,0,0,0,10,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Lamiales,Lamiaceae,Glechoma,hederacea,SPECIES,L.,Glechoma hederacea L.,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Achillea,nobilis,SPECIES,L.,Achillea nobilis L.,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,25,0,0,0,0,5,15,5,0,0,0,7,0,0,8,10,0,9,0,0,0,0,0,0,0,15,0,0,0,5,0,25,11,15,35,7,6,10,10,11,0,0,25,0,0,0,0,0,0,0,0,6
Magnoliopsida,Asterales,Asteraceae,Artemisia,vulgaris,SPECIES,L.,Artemisia vulgaris L.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Hieracium,robustum,SPECIES,Fr.,Hieracium robustum Fr.,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Fabales,Fabaceae,Lotus,ucrainicus,SPECIES,Lotus ×ucrainicus Klokov,Lotus ucrainicus Lotus ×ucrainicus Klokov,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,15,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
Magnoliopsida,Lamiales,Lamiaceae,Teucrium,polium,SPECIES,L.,Teucrium polium L.,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,7,0,0,0,12,8,11,0,0,0,7,0,2,4,12,4,0,3,0,0,8,5,0,0,20,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0
Magnoliopsida,Rosales,Rosaceae,Agrimonia,eupatoria,SPECIES,L.,Agrimonia eupatoria L.,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,7,0,2,1,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,0,0,0,0,10,10,0,0,0,0,0,0,0,0
Magnoliopsida,Rosales,Rosaceae,Potentilla,astracanica,SPECIES,Jacq.,Potentilla astracanica Jacq.,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,8,2,15,8
Liliopsida,Poales,Poaceae,Anthoxanthum,repens,SPECIES,(Host) Veldkamp,Anthoxanthum repens (Host) Veldkamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liliopsida,Poales,Poaceae,Stipa,tirsa,SPECIES,Steven,Stipa tirsa Steven,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Lactuca,saligna,SPECIES,L.,Lactuca saligna L.,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Lophiolepis,ukranica,SPECIES,"(Besser ex DC.) Del Guacchio, Bures, Iamonico & P.Caputo","Lophiolepis ukranica (Besser ex DC.) Del Guacchio, Bures, Iamonico & P.Caputo",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Pilosella,officinarum,SPECIES,Vaill.,Pilosella officinarum Vaill.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Pseudopodospermum,tauricum,SPECIES,(M.Bieb.) Vasjukov & Saksonov,Pseudopodospermum tauricum (M.Bieb.) Vasjukov & Saksonov,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Sonchus,asper,SPECIES,(L.) Hill,Sonchus asper (L.) Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Sonchus,oleraceus,SPECIES,L.,Sonchus oleraceus L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Brassicales,Brassicaceae,Alyssum,turkestanicum,SPECIES,Regel & Schmalh.,Alyssum turkestanicum Regel & Schmalh.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Brassicales,Brassicaceae,Erysimum,canescens,SPECIES,Roth,Erysimum canescens Roth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Brassicales,Resedaceae,Reseda,lutea,SPECIES,L.,Reseda lutea L.,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0
Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,elongatus,SPECIES,C.A.Mey.,Dianthus elongatus C.A.Mey.,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4
Magnoliopsida,Fabales,Fabaceae,Medicago,lupulina,SPECIES,L.,Medicago lupulina L.,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Rosales,Rosaceae,Potentilla,humifusa,SPECIES,Willd. ex D.F.K.Schltdl.,Potentilla humifusa Willd. ex D.F.K.Schltdl.,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,0,11,0,6,0,0,0,0,4,0,0,2,0,15,18,0,0,0,0,0,0,0,5,0,0
Magnoliopsida,Asterales,Asteraceae,Artemisia,marschalliana,SPECIES,Spreng.,Artemisia marschalliana Spreng.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Centaurea,scabiosa,SPECIES,L.,Centaurea scabiosa L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Cirsium,arvense,SPECIES,(L.) Scop.,Cirsium arvense (L.) Scop.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,16,25,30,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Jacobaea,erucifolia,SPECIES,"(L.) G.Gaertn., B.Mey. & Scherb.","Jacobaea erucifolia (L.) G.Gaertn., B.Mey. & Scherb.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,6,3,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Fabales,Fabaceae,Lathyrus,tuberosus,SPECIES,L.,Lathyrus tuberosus L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,1,5,11,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Magnoliopsida,Fabales,Fabaceae,Lotus,stepposus,SPECIES,Kramina,Lotus stepposus Kramina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Fabales,Fabaceae,Medicago,scutellata,SPECIES,(L.) Mill.,Medicago scutellata (L.) Mill.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Lamiales,Lamiaceae,Salvia,verticillata,SPECIES,L.,Salvia verticillata L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Magnoliopsida,Lamiales,Orobanchaceae,Melampyrum,arvense,SPECIES,L.,Melampyrum arvense L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,8,0,0,0,0,0,0,0,0,0
Magnoliopsida,Lamiales,Plantaginaceae,Linaria,genistifolia,SPECIES,(L.) Mill.,Linaria genistifolia (L.) Mill.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,chaixii,SPECIES,Vill.,Verbascum chaixii Vill.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Lamiales,Scrophulariaceae,Verbascum,densiflorum,SPECIES,Bertol.,Verbascum densiflorum Bertol.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,virgata,SPECIES,Waldst. & Kit.,Euphorbia virgata Waldst. & Kit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Malpighiales,Violaceae,Viola,ambigua,SPECIES,Waldst. & Kit.,Viola ambigua Waldst. & Kit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Rosales,Rosaceae,Potentilla,neglecta,SPECIES,Baumg.,Potentilla neglecta Baumg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,6,15,17,4,0,10,5,0,0,0,0,0,7,0,4,0,0
Magnoliopsida,Rosales,Rosaceae,Potentilla,patula,SPECIES,Waldst. & Kit.,Potentilla patula Waldst. & Kit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Asterales,Asteraceae,Psephellus,marschallianus,SPECIES,(Spreng.) K.Koch,Psephellus marschallianus (Spreng.) K.Koch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnoliopsida,Fabales,Fabaceae,Trifolium,alpestre,SPECIES,L.,Trifolium alpestre L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
